SKU,Product Name,Product ID,Brand,Model,Ext,Product Description,Item Type,Standard Price,Bullet Point1,Bullet Point2,Bullet Point3,Bullet Point4,Bullet Point5,Search Terms1,Search Terms2,Search Terms3,Search Terms4,Search Terms5,Lens Color,Frame Material Type,Lens Material Type,Item Shape,Polarization Type,Lens Width,Bridge Width,Arm Length,Department,Frame Color,Special Features1
BJ-7UN4-8WLW,"Ray-Ban RB3016 Clubmaster Flash Series Unisex Sunglasses ( Sand Havana Frame / Blue Flash Lens 114517 , 49)",,Ray-Ban,mRB3016,e114517,"Flash others with ultimate style and trend with Clubmaster Flash Lenses. As fashionable today as when the Clubmaster was first introduced, Ray-Ban Clubmaster Flash Lenses RB3016 sunglasses are retro and timeless additions to your unique and unparalleled style. This exclusive iconic model comes in a variety of flashy mirrored lenses such as silver, green and blue, adding an unexpected edge. Catch everyone's eye and shine on stage with Ray-Ban Clubmaster Flash Lens sunglasses.",sunglasses,149.99,Model: RB3016 Clubmaster Flash Series.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Style: Clubmaster.,Gender: Unisex,Case color may occasionally vary.,Ray Ban rayban ray-ban new original rb,club master ray bans women 56mm,3016 rb clubround 52mm 55mm 49mm 51mm,made in italy auhtentic,lens lenses authentic frame shades glasses,,plastic,mirrored,wayfarer,non-polarized,49,21,145,unisex-adult,Sand Havana Frame / Blue Flash Lens 114517,
22-OLWB-YEP2,"Ray-Ban RB3016 Clubmaster Flash Series Unisex Sunglasses (Sand Havana Frame / Blue Flash Lens 114517, 51)",,Ray-Ban,mRB3016,e114517,"Flash others with ultimate style and trend with Clubmaster Flash Lenses. As fashionable today as when the Clubmaster was first introduced, Ray-Ban Clubmaster Flash Lenses RB3016 sunglasses are retro and timeless additions to your unique and unparalleled style. This exclusive iconic model comes in a variety of flashy mirrored lenses such as silver, green and blue, adding an unexpected edge. Catch everyone's eye and shine on stage with Ray-Ban Clubmaster Flash Lens sunglasses.",sunglasses,149.99,Model: RB3016 Clubmaster Flash Series.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Style: Clubmaster.,Gender: Unisex,Case color may occasionally vary.,Ray Ban rayban ray-ban new original rb,club master ray bans women 56mm,3016 rb clubround 52mm 55mm 49mm 51mm,made in italy auhtentic,lens lenses authentic frame shades glasses,,plastic,mirrored,wayfarer,non-polarized,51,21,145,unisex-adult,Sand Havana Frame / Blue Flash Lens 114517,
6T-G89P-3NNH,"Ray-Ban RB3016 Clubmaster Flash Series Unisex Sunglasses (Sand Havana Frame / Green Flash Lens 114519, 51)",,Ray-Ban,mRB3016,e114519,"Flash others with ultimate style and trend with Clubmaster Flash Lenses. As fashionable today as when the Clubmaster was first introduced, Ray-Ban Clubmaster Flash Lenses RB3016 sunglasses are retro and timeless additions to your unique and unparalleled style. This exclusive iconic model comes in a variety of flashy mirrored lenses such as silver, green and blue, adding an unexpected edge. Catch everyone's eye and shine on stage with Ray-Ban Clubmaster Flash Lens sunglasses.",sunglasses,149.99,Model: RB3016 Clubmaster Flash Series.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Style: Clubmaster.,Gender: Unisex,Case color may occasionally vary.,Ray Ban rayban ray-ban new original rb,club master ray bans women 56mm,3016 rb clubround 52mm 55mm 49mm 51mm,made in italy auhtentic,lens lenses authentic frame shades glasses,,plastic,mirrored,wayfarer,non-polarized,51,21,145,unisex-adult,Sand Havana Frame / Green Flash Lens 114519,
PP-IPR2-ONH4,"Ray-Ban RB3016 Clubmaster Flash Series Unisex Sunglasses (Sand Havana Frame / Silver Flash Lens 114530, 51)",,Ray-Ban,mRB3016,e114530,"Flash others with ultimate style and trend with Clubmaster Flash Lenses. As fashionable today as when the Clubmaster was first introduced, Ray-Ban Clubmaster Flash Lenses RB3016 sunglasses are retro and timeless additions to your unique and unparalleled style. This exclusive iconic model comes in a variety of flashy mirrored lenses such as silver, green and blue, adding an unexpected edge. Catch everyone's eye and shine on stage with Ray-Ban Clubmaster Flash Lens sunglasses.",sunglasses,149.99,Model: RB3016 Clubmaster Flash Series.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Style: Clubmaster.,Gender: Unisex,Case color may occasionally vary.,Ray Ban rayban ray-ban new original rb,club master ray bans women 56mm,3016 rb clubround 52mm 55mm 49mm 51mm,made in italy auhtentic,lens lenses authentic frame shades glasses,,plastic,mirrored,wayfarer,non-polarized,51,21,145,unisex-adult,Sand Havana Frame / Silver Flash Lens 114530,
I4-XXQQ-Q79N,Ray-Ban RB3016 W0366 Clubmaster Sunglasses Havana / Crystal Green Lens 49mm,,Ray Ban,mRB3016,eW0366,"CLUBMASTER CLASSIC - RB3016 Ray-Ban Clubmaster Classic sunglasses are retro and timeless. Inspired by the 50’s, the unmistakable design of the Clubmaster Classic is worn by cultural intellectuals, those who lead the changed tomorrow.",sunglasses,129.99,Model: RB3016 Clubmaster Classic,Color: W0366 Havana / Crystal Green G-15 Lens,Original Ray Ban Case and Ray Ban Cleaning Cloth included,Gender: Unisex.,,Ray Ban rayban ray-ban gift crystal,rb3016 3016 man woman women men unisex,gradient river vintage retro style clubmaster,Sunglasses glasses frame shades 55 54 51 49 mm,lens lenses authentic made in italy hipster,black,plastic,plastic,square,non-polarized,49,21,145,unisex-adult,Black,prescription-ready
DB-DXZ3-1TG0,Ray Ban RB3025 001/3F Gold Metal Frame / Blue Gradient Lenses 58mm,,Ray Ban,mRB3025,e0013F,"AVIATOR GRADIENT Ray-Ban Aviator Gradient sunglasses encompass the teardrop shape that started it all. Originally designed for U.S. aviators, the Aviator Sunglasses design has become an icon. The gradient lenses are nicely toned and give a cool effect to what is considered the sunglass that shaped entire cult movements.",sunglasses,134.99,Model: RB3025 Aviator Gradient.,Color: 003/3F Gold Metal Frame / Blue Gradient Lenses.,"Original Ray Ban Packaging, Box, Case and Cleaning Cloth included.",Made in Italy.,Case color may occasionally differ.,Ray Ban rayban ray-ban gift,Aviator for men women unisex girlfriend boyfriend,rb3025 001/3f 3025 55 58 62 mm,Sunglasses glasses frame shades,gradient lens lenses authentic made in italy,gold,metal,gradient,aviator,non-polarized,58,14,135,unisex-adult,Blue,prescription-ready
QI-ERNL-14ZY,Ray Ban RB3025 112/69 Sunglasses Gold Frame / Orange Flash Lens 58mm,,Ray Ban,mRB3025,e11269,"AVIATOR FLASH LENSES - RB3025 Reflect your style with Ray-Ban Aviator Flash lens sunglasses, one of the most iconic sunglass models in the world. Ray-Ban RB3025 Aviator Flash Lenses reinvented the standards of the market with its unique teardrop shape and flash lens combination.",sunglasses,139.99,Model: RB3025 Aviator Gradient.,Color: 112/69 Gold Frame / Orange Flash Lens.,"Original Ray Ban Packaging, Box, Case and Cleaning Cloth included.",Gender: Unisex.,Made in Italy.,Ray Ban rayban ray-ban gift,Aviator for men women unisex girlfriend boyfriend,rb3025 3025 made in italy,Sunglasses glasses frame shades,112/69 authentic new,gold,metal,plastic,aviator,non-polarized,58,14,135,unisex-adult,,
BQ-ULJI-BQ1J,Ray Ban RB3025 112/P9 Sunglasses Gold Frame / Green Polarized Mirror Lens 55mm,,Ray Ban,mRB3025,e112P9,"AVIATOR FLASH LENSES - RB3025 Reflect your style with Ray-Ban Aviator Flash lens sunglasses, one of the most iconic sunglass models in the world. Ray-Ban RB3025 Aviator Flash Lenses reinvented the standards of the market with its unique teardrop shape and flash lens combination.",sunglasses,169.99,Model: RB3025 AVIATOR FLASH LENSES.,Color: 112/P9 Gold Frame / Green Polarized Mirror Lens.,"Original Ray Ban Packaging, Box, Case and Cleaning Cloth included.",Gender: Unisex,Made in Italy.,Ray Ban,Aviator,rb3025 112/p9,Polarised,3025,gold,metal,plastic,aviator,polarized,55,14,135,unisex-adult,,prescription-ready
UF-WKAO-TMO4,Ray Ban RB3025 112/P9 Sunglasses Gold Frame / Green Polarized Mirror Lens 58mm,,Ray Ban,mRB3025,e112P9,"AVIATOR FLASH LENSES - RB3025 Reflect your style with Ray-Ban Aviator Flash lens sunglasses, one of the most iconic sunglass models in the world. Ray-Ban RB3025 Aviator Flash Lenses reinvented the standards of the market with its unique teardrop shape and flash lens combination.",sunglasses,159.99,Model: RB3025 AVIATOR FLASH LENSES.,Color: 112/P9 Gold Frame / Green Polarized Mirror Lens.,"Original Ray Ban Packaging, Box, Case and Cleaning Cloth included.",Gender: Unisex,Made in Italy.,Ray Ban rayban ray-ban gift,Aviator for men women unisex girlfriend boyfriend,rb3025 112/p93025 112 p9 authentic new,Polarised lens lenses original,3025 lens lenses made in italy mirror flash,gold,metal,mirrored,aviator,polarized,58,14,135,unisex-adult,,prescription-ready
B8-3PJX-LWJ1,Ray-Ban RB3025 001 Unisex Aviator Sunglasses Gold Frame / Green Grey Lens 62mm,,Ray Ban,mRB3025,e001,,sunglasses,134.99,Model: RB3025 AVIATOR CLASSIC.,Color: 001 Gold Frame / Green Grey Lens.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Gender: Unisex.,Made in Italy.,Ray Ban rayban ray-ban gift discount sale,Aviator for men women unisex girlfriend boyfriend,sunglasses for women man glasses shades frame,Sunglasses glasses frame shades 55 58 62,gradient lens lenses authentic made in italy,green,metal,glass,aviator,non-polarized,62,14,135,unisex-adult,gold,prescription-ready
9D-9RTV-9HBQ,Ray-Ban RB3025 001/15 Sunglasses Gold Frame / Polarized Pink Lens,,Ray Ban,mRB3025,e00115,"AVIATOR POLAR SPECIAL SERIES Ray-Ban Aviator Polar Special Series sunglasses encompass the teardrop shape that started it all. Yet this Polar Special Series take the legacy a step further. A wave of bright colors enrich the most iconic Ray-Ban Aviator Sunglasses style with lenses taken from the archives, reinvented for the first time in Polar versions.",sunglasses,184.99,Model: RB3025 AVIATOR POLAR SPECIAL SERIES.,Color: 001/15 Gold Frame / Crystal Pink Polarized Legend Lens.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Gender: Unisex.,Made in Italy.,Ray Ban rayban ray-ban gift rb,Aviator for men women unisex girlfriend boyfriend,rb3025 001/15 3025 001 15,Sunglasses glasses frame shades 55 58 mm,polarized lens lenses authentic,pink,metal,glass,aviator,polarized,58,14,135,unisex-adult,gold,prescription-ready
8O-MG1Y-FYQA,Ray-Ban RB3025 001/33 Gold Frame / Crystal Brown Lens 55mm,,Ray Ban,mRB3025,e00133,"AVIATOR FLASH LENSES - RB3025 Reflect your style with Ray-Ban Aviator Flash lens sunglasses, one of the most iconic sunglass models in the world. Ray-Ban RB3025 Aviator Flash Lenses reinvented the standards of the market with its unique teardrop shape and flash lens combination.",sunglasses,139.99,Model: RB3025 AVIATOR.,Color: 001/33 Gold Frame / Crystal Brown Lens.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Gender: Unisex.,Made in Italy.,Ray Ban rayban ray-ban gift crystal,Aviator flash mirrored gradient,001 33 3025 gadient crystal,Sunglasses glasses frame shades 55 58 mm,mirror lens lenses authentic made in italy,gold,metal,glass,aviator,non-polarized,55,14,135,unisex-adult,,prescription-ready
BC-C9OT-5NTS,"Ray-Ban RB3025 001/3F Unisex Aviator Sunglasses Gradient (Gold Frame / Blue Gradient Lens 001/3F, 55)",,Ray-Ban,mRB3025,e0013F,"AVIATOR GRADIENT Ray-Ban Aviator Gradient sunglasses encompass the teardrop shape that started it all. Originally designed for U.S. aviators, the Aviator Sunglasses design has become an icon. The gradient lenses are nicely toned and give a cool effect to what is considered the sunglass that shaped entire cult movements.",sunglasses,139.99,Model: RB3025 Aviator Gradient.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Style: Aviator,Gender: Unisex,Made in Italy.,Ray Ban rayban ray-ban new original,gradient 55mm 58mm 62mm women aviator pilot,rb3025 001 51 001-51 new color small large,made in italy auhtentic 3025,lens lenses authentic frame shades glasses,,metal,gradient,aviator,non-polarized,55,14,135,unisex-adult,Gold Frame / Blue Gradient Lens 001/3F,
6M-KNBI-0EVD,"Ray-Ban RB3025 001/3F Unisex Aviator Sunglasses Gradient (Gold Frame / Blue Gradient Lens 001/3F, 58)",,Ray-Ban,mRB3025,e0013F,"AVIATOR GRADIENT Ray-Ban Aviator Gradient sunglasses encompass the teardrop shape that started it all. Originally designed for U.S. aviators, the Aviator Sunglasses design has become an icon. The gradient lenses are nicely toned and give a cool effect to what is considered the sunglass that shaped entire cult movements.",sunglasses,139.99,Model: RB3025 Aviator Gradient.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Style: Aviator,Gender: Unisex,Made in Italy.,Ray Ban rayban ray-ban new original,gradient 55mm 58mm 62mm women aviator pilot,rb3025 001 51 001-51 new color small large,made in italy auhtentic 3025,lens lenses authentic frame shades glasses,,metal,gradient,aviator,non-polarized,58,14,135,unisex-adult,Gold Frame / Blue Gradient Lens 001/3F,
BC-C9OW-5NTS,"Ray-Ban RB3025 001/3F Unisex Aviator Sunglasses Gradient (Gold Frame / Blue Gradient Lens 001/3F, 62)",,Ray-Ban,mRB3025,e0013F,"AVIATOR GRADIENT Ray-Ban Aviator Gradient sunglasses encompass the teardrop shape that started it all. Originally designed for U.S. aviators, the Aviator Sunglasses design has become an icon. The gradient lenses are nicely toned and give a cool effect to what is considered the sunglass that shaped entire cult movements.",sunglasses,139.99,Model: RB3025 Aviator Gradient.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Style: Aviator,Gender: Unisex,Made in Italy.,Ray Ban rayban ray-ban new original,gradient 55mm 58mm 62mm women aviator pilot,rb3025 001 51 001-51 new color small large,made in italy auhtentic 3025,lens lenses authentic frame shades glasses,,metal,gradient,aviator,non-polarized,62,14,135,unisex-adult,Gold Frame / Blue Gradient Lens 001/3F,
L6-ULIO-MLHG,"Ray-Ban RB3025 001/51 Unisex Aviator Sunglasses Gradient (Gold Frame / Light Brown Gradient Lens 001/51, 55)",,Ray-Ban,mRB3025,e00151,"AVIATOR GRADIENT Ray-Ban Aviator Gradient sunglasses encompass the teardrop shape that started it all. Originally designed for U.S. aviators, the Aviator Sunglasses design has become an icon. The gradient lenses are nicely toned and give a cool effect to what is considered the sunglass that shaped entire cult movements.",sunglasses,139.99,Model: RB3025 Aviator Gradient.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Style: Aviator,Gender: Unisex,Made in Italy.,Ray Ban rayban ray-ban new original,gradient 55mm 58mm 62mm women aviator pilot,rb3025 001 51 001-51 new color small large,made in italy auhtentic 3025,lens lenses authentic frame shades glasses,,metal,gradient,aviator,non-polarized,55,14,135,unisex-adult,Gold Frame / Light Brown Gradient Lens 001/51,
70-JQEQ-6UM8,"Ray-Ban RB3025 001/51 Unisex Aviator Sunglasses Gradient (Gold Frame / Light Brown Gradient Lens 001/51, 58)",,Ray-Ban,mRB3025,e00151,"AVIATOR GRADIENT Ray-Ban Aviator Gradient sunglasses encompass the teardrop shape that started it all. Originally designed for U.S. aviators, the Aviator Sunglasses design has become an icon. The gradient lenses are nicely toned and give a cool effect to what is considered the sunglass that shaped entire cult movements.",sunglasses,139.99,Model: RB3025 Aviator Gradient.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Style: Aviator,Gender: Unisex,Made in Italy.,Ray Ban rayban ray-ban new original,gradient 55mm 58mm 62mm women aviator pilot,rb3025 001 51 001-51 new color small large,made in italy auhtentic 3025,lens lenses authentic frame shades glasses,,metal,gradient,aviator,non-polarized,58,14,135,unisex-adult,Gold Frame / Light Brown Gradient Lens 001/51,
EA-VVVI-HXX9,"Ray-Ban RB3025 001/57 Unisex Aviator Sunglasses Polarized (Gold Frame/Brown Polarized Lens 001/57, 58)",,Ray-Ban,mRB3025,e00157,"AVIATOR™ CLASSIC - RB3025 Currently one of the most iconic sunglass models in the world, Ray-Ban Aviator Classic sunglasses were originally designed for U.S. aviators in 1937. Aviator Classic sunglasses are a timeless model that combines great aviator styling with exceptional quality, performance and comfort. With a classic gold frame, you can see the world through crystal green G-15 polarized lens that provide optimum visual clarity and 100% UV protection.",sunglasses,169.99,Model: RB3025 AVIATOR CLASSIC Polarized.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Style: Aviator,Gender: Unisex,Made in Italy.,Ray Ban rayban ray-ban new original,polarized 55mm 58mm 62mm women aviator pilot,rb3025 001 57 001-57 new color small large,made in italy auhtentic,lens lenses authentic frame shades glasses,,metal,glass,aviator,polarized,58,14,135,unisex-adult,Gold Frame/Brown Polarized Lens 001/57,
J0-NI8V-N6VO,"Ray-Ban RB3025 001/57 Unisex Aviator Sunglasses Polarized (Gold Frame/Brown Polarized Lens 001/57, 62)",,Ray-Ban,mRB3025,e00157,"AVIATOR™ CLASSIC - RB3025 Currently one of the most iconic sunglass models in the world, Ray-Ban Aviator Classic sunglasses were originally designed for U.S. aviators in 1937. Aviator Classic sunglasses are a timeless model that combines great aviator styling with exceptional quality, performance and comfort. With a classic gold frame, you can see the world through crystal green G-15 polarized lens that provide optimum visual clarity and 100% UV protection.",sunglasses,169.99,Model: RB3025 AVIATOR CLASSIC Polarized.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Style: Aviator,Gender: Unisex,Made in Italy.,Ray Ban rayban ray-ban new original,polarized 55mm 58mm 62mm women aviator pilot,rb3025 001 57 001-57 new color small large,made in italy auhtentic,lens lenses authentic frame shades glasses,,metal,glass,aviator,polarized,62,14,135,unisex-adult,Gold Frame/Brown Polarized Lens 001/57,
BJ-SWN3-8VYW,Ray-Ban RB3025 001/78 Gold Frame / Gradient Blue Polarized Lens 58mm,,Ray Ban,mRB3025,e00178,,sunglasses,164.99,Model: RB3025 AVIATOR CLASSIC Polarized.,Color: 001/78 Gold Frame / Gradient Blue Polarized Lens.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Gender: Unisex.,Style: Aviator,Ray Ban rayban ray-ban new original,flash mirror 55mm 58mm 62mm women aviator pilot,rb3025 019/w3 3025 avitor women men unisex,Sunglasses glasses frame shades gradient,polarized lens lenses frame shafed,silver,metal,gradient,aviator,polarized,58,14,135,unisex-adult,Silver,prescription-ready
3U-XBD4-R4B2,Ray-Ban RB3025 001/M2 Aviator Shiny Gold Frame / Brown Polarized Lens 58mm,,Ray Ban,mRB3025,e001M2,"Currently one of the most iconic sunglass models in the world, Ray-Ban Aviator Classic sunglasses were originally designed for U.S. aviators in 1937. Aviator Classic sunglasses are a timeless model that combines great aviator styling with exceptional quality, performance and comfort. With a classic gold frame, you can see the world through a variety of lens colors including crystal brown, crystal green, G-15 polarized and more that provide optimum visual clarity and 100% UV protection.",sunglasses,179.99,Model: RB3025 AVIATOR CLASSIC Polarized..,Color: 001/M2 Shiny Gold Frame / Crystal Brown Polarized Lens.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Gender: Unisex.,Made in Italy.,Ray Ban rayban ray-ban gift crystal,Aviator flash mirrored gradient women,001 3m 3025 gadient crystal man unisex,Sunglasses glasses frame shades 55 58 mm,polarized lens lenses authentic made in italy,gold,metal,glass,aviator,polarized,58,14,135,unisex-adult,,prescription-ready
3Y-W7JB-AGEE,Ray-Ban RB3025 002/76 58mm Sunglasses Black /Crystal Polar Blue Gradient-Green Lens.,,Ray Ban,mRB3025,e00276,"AVIATOR POLAR SPECIAL SERIES Ray-Ban Aviator Polar Special Series sunglasses encompass the teardrop shape that started it all. Yet this Polar Special Series take the legacy a step further. A wave of bright colors enrich the most iconic Ray-Ban Aviator Sunglasses style with lenses taken from the archives, reinvented for the first time in Polar versions.",sunglasses,149.99,Model: RB3025 AVIATOR POLAR SPECIAL SERIES,Color: 002/76 Black /Crystal Polar Blue Gradient-Green Lens.,"Original Ray Ban Box, Case and Cleaning Cloth included.",Gender: Unisex.,Made in Italy.,Ray Ban,Aviator,rb3025 002/76,Sunglasses,Polarized,blue,metal,plastic,aviator,polarized,58,14,135,unisex-adult,black,
LD-04FJ-PE2V,Ray-Ban RB3025 003/32 55mm Aviator Silver Frame / Light Gray Gradient Lenses Made In Italy Sunglasses,,Ray Ban,mRB3025,e00332,"Ray-Ban Aviator Gradient sunglasses encompass the teardrop shape that started it all. Originally designed for U.S. aviators, the Aviator Sunglasses design has become an icon. The gradient lenses are nicely toned and give a cool effect to what is considered the sunglass that shaped entire cult movements.",sunglasses,144.99,Model: RB3025 Aviator Gradient.,Color: 003/32 Silver Frame / Light Gray Gradient Lenses.,"Original Ray Ban Box, Case and Cleaning Cloth included.",Gender: Unisex.,,Ray Ban,003/32,rb3025 003/32,Sunglasses,rb3025,grey,metal,gradient,aviator,non-polarized,55,14,135,unisex-adult,Silver,
CP-YJY6-S13L,Ray-Ban RB3025 003/32 Aviator Silver Frame / Light Gray Gradient Lenses 58mm,,Ray Ban,mRB3025,e00332,"Ray-Ban Aviator Gradient sunglasses encompass the teardrop shape that started it all. Originally designed for U.S. aviators, the Aviator Sunglasses design has become an icon. The gradient lenses are nicely toned and give a cool effect to what is considered the sunglass that shaped entire cult movements.",sunglasses,139.99,Model: RB3025 Aviator Gradient.,Color: 003/32 Silver Frame / Light Gray Gradient Lenses.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Gender: Unisex.,Made in Italy.,Ray Ban rayban ray-ban gift for her him,003/32 003-32 003 32 aviator pilot,man women unisex flesh discount new,Sunglasses glasses frame shades original,gradient lens lenses authentic made in italy,grey,metal,gradient,aviator,non-polarized,58,14,135,unisex-adult,Silver,prescription-ready
0P-HWH5-BOU5,Ray-Ban RB3025 003/32 Aviator Silver Frame / Light Gray Gradient Lenses 62mm,,Ray Ban,mRB3025,e00332,"Ray-Ban Aviator Gradient sunglasses encompass the teardrop shape that started it all. Originally designed for U.S. aviators, the Aviator Sunglasses design has become an icon. The gradient lenses are nicely toned and give a cool effect to what is considered the sunglass that shaped entire cult movements.",sunglasses,144.99,Model: RB3025 Aviator Gradient.,Color: 003/32 Silver Frame / Light Gray Gradient Lenses.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Gender: Unisex.,Made in Italy.,Ray Ban rayban ray-ban gift for her him,003/32 003-32 003 32 aviator pilot,man women unisex flesh discount new,Sunglasses glasses frame shades original,gradient lens lenses authentic made in italy,grey,metal,gradient,aviator,non-polarized,62,14,135,unisex-adult,Silver,prescription-ready
LO-VQ7X-CNFQ,Ray-Ban RB3025 003/59 Silver Frame / Silver Green Mirror Polarized Lens 58mm,,Ray Ban,mRB3025,e00359,,sunglasses,164.99,Model: RB3025 AVIATOR CLASSIC Polarized.,Color: 003/59 Silver Frame / Silver Green Mirror Polarized Lens.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Gender: Unisex.,Style: Aviator,Ray Ban rayban ray-ban new original,flash mirror 55mm 58mm 62mm women aviator pilot,rb3025 019/w3 3025 avitor women men unisex,Sunglasses,polarized lens lenses frame shafed,silver,metal,glass,aviator,polarized,58,14,135,unisex-adult,Silver,prescription-ready
V1-XBOC-31CS,Ray-Ban RB3025 004/58 55mm Sunglasses Gunmetal / Crystal Green Polarized Lens.,,Ray Ban,mRB3025,e00458,"AVIATOR POLAR SPECIAL SERIES Ray-Ban Aviator Polar Special Series sunglasses encompass the teardrop shape that started it all. Yet this Polar Special Series take the legacy a step further. A wave of bright colors enrich the most iconic Ray-Ban Aviator Sunglasses style with lenses taken from the archives, reinvented for the first time in Polar versions.",sunglasses,159.99,Model: RB3025 AVIATOR POLAR SPECIAL SERIES,Color: 004/58 Gunmetal / Crystal Green Polarized Lens.,"Original Ray Ban Box, Case and Cleaning Cloth included.",Gender: Unisex.,Made in Italy.,Ray Ban,Aviator,rb3025 004/78,Sunglasses,Polarized,metallic,metal,plastic,aviator,polarized,55,14,135,unisex-adult,black,
EH-7AUT-KO0D,Ray-Ban RB3025 004/58 58mm Sunglasses Gunmetal / Crystal Green Polarized Lens.,,Ray Ban,mRB3025,e00458,"AVIATOR POLAR SPECIAL SERIES Ray-Ban Aviator Polar Special Series sunglasses encompass the teardrop shape that started it all. Yet this Polar Special Series take the legacy a step further. A wave of bright colors enrich the most iconic Ray-Ban Aviator Sunglasses style with lenses taken from the archives, reinvented for the first time in Polar versions.",sunglasses,129.95,Model: RB3025 AVIATOR POLAR SPECIAL SERIES,Color: 004/58 Gunmetal / Crystal Green Polarized Lens.,"Original Ray Ban Box, Case and Cleaning Cloth included.",Gender: Unisex.,Made in Italy.,Ray Ban,Aviator,rb3025 004/78,Sunglasses,Polarized,metallic,metal,plastic,aviator,polarized,58,14,135,unisex-adult,black,
3D-Y0D0-0T6H,Ray-Ban RB3025 004/58 62mm Sunglasses Gunmetal / Crystal Green Polarized Lens.,,Ray Ban,mRB3025,e00458,"AVIATOR POLAR SPECIAL SERIES Ray-Ban Aviator Polar Special Series sunglasses encompass the teardrop shape that started it all. Yet this Polar Special Series take the legacy a step further. A wave of bright colors enrich the most iconic Ray-Ban Aviator Sunglasses style with lenses taken from the archives, reinvented for the first time in Polar versions.",sunglasses,159.99,Model: RB3025 AVIATOR POLAR SPECIAL SERIES,Color: 004/58 Gunmetal / Crystal Green Polarized Lens.,"Original Ray Ban Box, Case and Cleaning Cloth included.",Gender: Unisex.,Made in Italy.,Ray Ban,Aviator,rb3025 004/78,Sunglasses,Polarized,metallic,metal,plastic,aviator,polarized,62,14,135,unisex-adult,black,
BQ-H1T2-C3KO,Ray-Ban RB3025 019/W3 Aviator Silver / Silver Mirror Polarized Lens,,Ray Ban,mRB3025,e019W3,,sunglasses,164.99,Model: RB3025 AVIATOR CLASSIC Polarized.,Color: 019/W3 Silver / Silver Mirror Polarized Lens.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Gender: Unisex.,Style: Aviator,Ray Ban rayban ray-ban new original,flash mirror 55mm 58mm 62mm women aviator pilot,rb3025 019/w3 3025 avitor women men unisex,Sunglasses,polarized lens lenses frame shafed,silver,metal,glass,aviator,polarized,58,14,135,unisex-adult,Silver,prescription-ready
QZ-V8S6-RGRU,Ray-Ban RB3025 019/Z2 Sunglasses Matte Silver / Brown Mirror Pink Lens 58mm,,Ray Ban,mRB3025,e019Z2,,sunglasses,139.99,Model: RB3025 AVIATOR.,Color: 019/Z2 Matte Silver / Brown Mirror Pink Lens.,"Original Ray-Ban Box, Case and Cleaning Cloth included.",Gender: Unisex.,Made in Italy.,Ray Ban rayban gift discount sale mirrored lens,Aviator for men women unisex girlfriend boyfriend,rb3025 019/z2,Sunglasses glasses frame shades discount sale,019/z2 019 z2,brown,metal,glass,aviator,non-polarized,58,14,135,unisex-adult,Silver,prescription-ready
NG-QNNA-5533,Ray-Ban RB3025 029/30 58mm Sunglasses Gunmetal Frame / Flash Silver Lens.,,Ray Ban,mRB3025,e02930,,sunglasses,144.99,Model: RB3025 AVIATOR.,Color: 029/30 Gunmetal Frame / Flash Silver Lens.,"Original Ray Ban Box, Case and Cleaning Cloth included.",Gender: Unisex.,Made in Italy.,Ray Ban,Aviator,rb3025 029/30,Sunglasses,029/30,metallic,metal,plastic,aviator,non-polarized,58,14,135,unisex-adult,Gunmetal,
CF-FSIM-5A5R,Ray-Ban RB3025 029/30 Sunglasses Gunmetal Frame / Flash Silver Lens 55mm,,Ray Ban,mRB3025,e02930,,sunglasses,144.99,Model: RB3025 AVIATOR.,Color: 029/30 Gunmetal Frame / Flash Silver Lens.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Gender: Unisex.,Made in Italy.,Ray Ban rayban ray-ban gift authentic,Aviator for men women unisex girlfriend boyfriend,rb3025 029/30,Sunglasses glasses frame shades discount sale,029/30 029 30,metallic,metal,glass,aviator,non-polarized,55,14,135,unisex-adult,Gunmetal,prescription-ready
